ID_Trabajador,Nombre_Completo,RUT,Tipo_Turno,Nombre_Turno,Cargo,Es_Conductor,Fecha_Registro,Estado_Asistencia
TRB-029,Manuel Herrera Acuña,13.540.741-0,4x3,Turno A,Controlista,No,2024-03-02 00:00:00,Presente
TRB-063,Andrés López Morales,9.208.903-7,4x3,Turno C,Operador de Equipo,Sí,2024-03-11 00:00:00,Presente
TRB-027,Andrés Bravo Reyes,16.034.686-8,4x3,Turno B,Operador de Equipo,Sí,2024-03-23 00:00:00,Presente
TRB-106,Luis Valenzuela Morales,16.004.240-0,7x7,Turno D,Operador de Planta,No,2024-03-24 00:00:00,Presente
TRB-119,Carlos Tapia Ramos,10.872.694-6,7x7,Turno E,Controlista,No,2024-03-29 00:00:00,Presente
TRB-051,Alfredo Contreras Cisternas,18.615.610-2,4x3,Turno C,Técnico de Mantenimiento,No,2024-03-19 00:00:00,Presente
TRB-113,Alfredo Aguilar García,22.546.631-9,7x7,Turno E,Operador de Equipo,Sí,15-03-2024,
TRB-081,,18.812.889-0,,Turno D,Mecánico,No,21-03-2024,Presente
TRB-087,Jorge González García,22.265.539-0,7x7,Turno E,Operador de Planta,No,2024-03-09 00:00:00,Presente
TRB-090,Marcelo Cortés Navarro,22.962.377-K,7x7,Turno E,Operador de Camión,Sí,24/03/2024,Presente
TRB-087,Jorge González García,22.265.539-0,7x7,Turno E,Operador de Planta,No,2024-03-23 00:00:00,Licencia Médica
TRB-040,,14.156.836-1,4x3,Turno A,Controlista,No,2024-03-10 00:00:00,Presente
TRB-094,Héctor Pizarro Morales,15.179.067-4,7x7,Turno D,Supervisor de Turno,No,15/03/2024,Presente
TRB-116,Gabriel Poblete Vargas,23.593.028-5,7x7,Turno D,Técnico de Mantenimiento,No,2024-03-28 00:00:00,Ausente
TRB-020,Andrés Morales Silva,22.165.337-8,4x3,Turno A,Operador de Equipo,Sí,2024-03-24 00:00:00,PRESENTE
TRB-049,Sergio López Vargas,21.548.459-9,4x3,Turno A,Técnico de Mantenimiento,No,2024-03-14 00:00:00,Presente
TRB-060,Marcelo Aguilar Flores,9.704.528-3,4x3,Turno C,Mecánico,No,2024-03-30 00:00:00,Permiso
TRB-031,Víctor Bravo Poblete,23.149.361-1,4x3,Turno C,Mecánico,No,04-03-2024,Presente
TRB-023,Andrés Vega Cortés,13.306.893-7,4x3,Turno C,Electricista,No,2024-03-12 00:00:00,Presente
TRB-073,Sebastián Soto Contreras,16.907.573-5,7x7,Turno D,Técnico de Mantenimiento,No,2024-03-22 00:00:00,Presente
TRB-119,Carlos Tapia Ramos,10.872.694-6,7x7,Turno E,Controlista,No,2024-03-15 00:00:00,Presente
TRB-022,Tomás González Rojas,16.953.167-6,4x3,Turno C,Mecánico,No,2024-03-02 00:00:00,Presente
TRB-062,Roberto Poblete Navarro,22.350.791-3,4x3,Turno A,Mecánico,No,2024-03-30 00:00:00,Ausente
TRB-069,Mario Muñoz Acuña,15.463.637-4,4x3,Turno A,Técnico de Mantenimiento,No,2024-03-02 00:00:00,Presente
TRB-057,Carlos Navarro Reyes,11.475.786-1,4x3,Turno C,Controlista,No,2024-03-24 00:00:00,Presente
TRB-098,Oscar Miranda Castro,24.382.262-9,7x7,Turno E,Controlista,No,2024-03-12 00:00:00,Presente
TRB-075,Marcelo Rojas Pizarro,14.377.985-8,7x7,Turno E,Operador de Camión,Sí,2024-03-09 00:00:00,Presente
TRB-019,Eduardo Castro Herrera,24.559.643-K,4x3,Turno C,Bodeguero,No,2024-03-19 00:00:00,Presente
TRB-002,Oscar Martínez Contreras,22.157.347-1,4x3,Turno A,Técnico de Mantenimiento,No,2024-03-19 00:00:00,Ausente
TRB-102,Miguel Pérez Flores,20.720.614-8,7x7,Turno D,Ayudante de Operaciones,No,2024-03-30 00:00:00,Presente
TRB-022,Tomás González Rojas,16.953.167-6,4x3,Turno C,Mecánico,No,2024-03-17 00:00:00,Presente
TRB-020,Andrés Morales Silva,22.165.337-8,4x3,Turno A,Operador de Equipo,Sí,21/03/2024,Presente
TRB-094,Héctor Pizarro Morales,15.179.067-4,7x7,Turno D,Supervisor de Turno,No,2024-03-28 00:00:00,Presente
TRB-119,Carlos Tapia Ramos,10.872.694-6,7x7,Turno E,Controlista,No,2024-03-14 00:00:00,Presente
TRB-058,Andrés García Navarro,13.215.966-1,4x3,Turno A,Mecánico,No,22/03/2024,Licencia Médica
TRB-088,Pablo Salas Pérez,16.361.706-4,7x7,Turno D,Supervisor de Turno,No,18-03-2024,Presente
TRB-054,Esteban García López,15.152.271-8,4x3,Turno B,Operador de Camión,Sí,2024-03-17 00:00:00,Presente
TRB-017,Víctor Salas Morales,16.887.903-2,4x3,Turno A,Ayudante de Operaciones,No,2024-03-11 00:00:00,Licencia
TRB-113,Alfredo Aguilar García,22.546.631-9,7x7,Turno E,Operador de Equipo,Sí,2024-03-17 00:00:00,Presnte
TRB-062,Roberto Poblete Navarro,22.350.791-3,4x3,Turno A,Mecánico,No,2024-03-23 00:00:00,Licencia Médica
TRB-055,Manuel Díaz López,,4x3,Turno C,Mecánico,No,2024-03-10 00:00:00,Presente
TRB-112,Fernando Bravo López,24.977.226-7,7x7,Turno E,Controlista,No,06-03-2024,Presente
TRB-095,Alfredo Espinoza Sandoval,23.633.825-8,7x7,Turno D,Bodeguero,No,21/03/2024,Licencia Médica
TRB-029,Manuel Herrera Acuña,13.540.741-0,4x3,Turno A,Controlista,No,2024-03-29 00:00:00,Ausente
TRB-080,Camilo Cisternas Reyes,21.625.621-2,7x7,Turno E,Supervisor de Turno,No,2024-03-29 00:00:00,Presente
TRB-095,Alfredo Espinoza Sandoval,23.633.825-8,7x7,Turno D,Bodeguero,No,24-03-2024,Presente
TRB-053,Daniel Carrasco López,8.312.574-8,4x3,Turno A,Mecánico,No,2024-03-07 00:00:00,Presente
TRB-028,Esteban Martínez Martínez,24.307.133-K,4x3,Turno A,Operador de Planta,No,2024-03-11 00:00:00,Presente
TRB-007,Felipe Pizarro García,20.045.349-2,4x3,Turno B,Técnico de Mantenimiento,No,2024-03-04 00:00:00,Presente
TRB-109,Diego Contreras Rodríguez,18.467.548-K,7x7,Turno D,Mecánico,No,2024-03-24 00:00:00,Presente
TRB-032,Héctor López Espinoza,8.705.792-5,4x3,Turno A,Operador de Planta,No,2024-03-27 00:00:00,Presente
TRB-050,Ignacio Contreras Miranda,9.333.508-2,4x3,Turno A,Operador de Camión,Sí,2024-03-25 00:00:00,Presente
TRB-011,Diego Pizarro Núñez,23.213.925-0,4x3,Turno A,Operador de Planta,No,2024-03-28 00:00:00,Presente
TRB-005,Nicolás Núñez González,13.357.277-5,4x3,Turno A,Ayudante de Operaciones,No,2024-03-31 00:00:00,Presente
TRB-059,Sergio Torres Espinoza,14.831.592-2,4x3,Turno B,Mecánico,No,2024-03-31 00:00:00,Presente
TRB-113,Alfredo Aguilar García,22.546.631-9,7x7,Turno E,Operador de Equipo,Sí,2024-03-03 00:00:00,Permiso
TRB-046,Pedro Contreras Sandoval,10.045.396-7,4x3,Turno B,Operador de Planta,No,2024-03-22 00:00:00,Presente
TRB-017,Víctor Salas Morales,16.887.903-2,4x3,Turno A,Ayudante de Operaciones,No,2024-03-09 00:00:00,Presente
TRB-097,Carlos Díaz Reyes,21.085.780-K,7x7,Turno E,Ayudante de Operaciones,No,2024-03-31 00:00:00,Presente
TRB-038,Alfredo Salas Pérez,11.302.355-4,4x3,Turno B,Bodeguero,No,10/03/2024,
TRB-067,Ignacio Silva Soto,21.834.304-K,4x3,Turno C,Supervisor de Turno,No,28/03/2024,Presente
TRB-020,Andrés Morales Silva,22.165.337-8,4x3,Turno A,Operador de Equipo,Sí,2024-03-15 00:00:00,Ausente
TRB-099,Fernando Aguilar Rodríguez,21.047.882-5,,Turno D,Mecánico,No,2024-03-05 00:00:00,Ausente
TRB-006,Francisco Núñez Morales,15.224.730-3,4x3,Turno C,Bodeguero,No,2024-03-21 00:00:00,Presente
TRB-069,Mario Muñoz Acuña,15.463.637-4,4x3,Turno A,Técnico de Mantenimiento,No,2024-03-15 00:00:00,Presnte
TRB-031,Víctor Bravo Poblete,23.149.361-1,4x3,Turno C,Mecánico,No,2024-03-17 00:00:00,Presente
TRB-036,Esteban Cisternas Acuña,16.153.634-2,4x3,Turno C,Supervisor de Turno,No,2024-03-15 00:00:00,Presente
TRB-116,Gabriel Poblete Vargas,23.593.028-5,7x7,Turno D,Técnico de Mantenimiento,No,2024-03-15 00:00:00,Presente
TRB-064,Tomás Morales Cortés,12.276.362-5,4x3,Turno B,Operador de Camión,Sí,2024-03-01 00:00:00,Presente
TRB-113,Alfredo Aguilar García,22.546.631-9,7x7,Turno E,Operador de Equipo,Sí,29/03/2024,Presente
TRB-009,Tomás Vega Valenzuela,20.134.457-3,4x3,Turno B,Técnico de Mantenimiento,No,2024-03-19 00:00:00,Presente
TRB-026,Oscar Tapia González,18.876.872-5,4x3,Turno B,Supervisor de Turno,No,2024-03-05 00:00:00,Ausente
TRB-106,Luis Valenzuela Morales,16.004.240-0,7x7,Turno D,Operador de Planta,No,2024-03-10 00:00:00,Presente
TRB-015,Pedro Castro Muñoz,18.584.847-7,4x3,Turno C,Electricista,No,2024-03-01 00:00:00,Ausente
TRB-044,Carlos Pizarro Flores,23.267.547-0,4x3,Turno A,Bodeguero,No,14/03/2024,Ausente
TRB-096,Patricio Araya Pizarro,8.655.383-K,7x7,Turno E,Operador de Equipo,Sí,2024-03-06 00:00:00,Presente
TRB-067,Ignacio Silva Soto,21.834.304-K,4x3,Turno C,Supervisor de Turno,No,2024-03-08 00:00:00,Presente
TRB-064,Tomás Morales Cortés,12.276.362-5,4x3,Turno B,Operador de Camión,Sí,2024-03-03 00:00:00,Presente
TRB-058,Andrés García Navarro,13.215.966-1,4x3,Turno A,Mecánico,No,08/03/2024,Presente
TRB-055,Manuel Díaz López,16.196.824-2,4x3,Turno C,Mecánico,No,01-03-2024,Presente
TRB-096,Patricio Araya Pizarro,8.655.383-K,7x7,Turno E,Operador de Equipo,Sí,2024-03-19 00:00:00,Permiso
TRB-037,Cristian García García,22.463.677-6,4x3,Turno B,Bodeguero,No,2024-03-21 00:00:00,Presente
TRB-079,Tomás Herrera Ramos,22.107.837-3,7x7,Turno E,Mecánico,No,2024-03-07 00:00:00,Presente
TRB-060,Marcelo Aguilar Flores,9.704.528-3,4x3,Turno C,Mecánico,No,2024-03-09 00:00:00,Presente
TRB-028,Esteban Martínez Martínez,24.307.133-K,4x3,Turno A,Operador de Planta,No,2024-03-14 00:00:00,Ausente
TRB-049,Sergio López Vargas,21.548.459-9,4x3,Turno A,Técnico de Mantenimiento,No,25/03/2024,Presente
TRB-105,Héctor López Muñoz,9.041.193-4,7x7,Turno D,Electricista,No,2024-03-28 00:00:00,Presente
TRB-026,Oscar Tapia González,18.876.872-5,4x3,Turno B,Supervisor de Turno,No,2024-03-10 00:00:00,Presente
TRB-013,,16.214.491-K,4x3,Turno C,Mecánico,No,30-03-2024,Presente
TRB-044,Carlos Pizarro Flores,23.267.547-0,4x3,Turno A,Bodeguero,No,2024-03-27 00:00:00,presente
TRB-001,Luis Núñez Vargas,15.489.709-7,4x3,Turno C,Técnico de Mantenimiento,No,2024-03-01 00:00:00,Presente
TRB-019,Eduardo Castro Herrera,24.559.643-K,4x3,Turno C,Bodeguero,No,2024-03-26 00:00:00,Ausente
TRB-070,Raúl Reyes Castro,15.480.073-5,4x3,Turno A,Ayudante de Operaciones,No,20-03-2024,Presente
TRB-010,Rodrigo Muñoz Castro,17.710.248-2,4x3,Turno C,Operador de Planta,No,2024-03-02 00:00:00,Presente
TRB-012,Roberto Bravo Díaz,15.029.889-K,4x3,Turno C,Electricista,No,2024-03-24 00:00:00,Presente
TRB-080,Camilo Cisternas Reyes,21.625.621-2,7x7,Turno E,Supervisor de Turno,No,2024-03-14 00:00:00,Presente
TRB-104,Sebastián Martínez Acuña,8.650.395-6,7x7,Turno E,Bodeguero,No,2024-03-08 00:00:00,Presente
TRB-024,Sebastián Cáceres Soto,11.570.554-7,4x3,Turno B,Operador de Equipo,Sí,19/03/2024,Presente
TRB-002,Oscar Martínez Contreras,22.157.347-1,4x3,Turno A,Técnico de Mantenimiento,No,2024-03-06 00:00:00,Presente
TRB-054,Esteban García López,15.152.271-8,4x3,Turno B,Operador de Camión,Sí,2024-03-19 00:00:00,Presente
TRB-010,Rodrigo Muñoz Castro,17.710.248-2,4x3,Turno C,Operador de Planta,No,2024-03-04 00:00:00,Presente
TRB-108,Roberto Miranda Miranda,11.843.085-9,7x7,Turno E,Electricista,No,2024-03-03 00:00:00,Presente
TRB-054,Esteban García López,15.152.271-8,4x3,Turno B,Operador de Camión,Sí,2024-03-31 00:00:00,Presente
TRB-013,Rodrigo Miranda Silva,16.214.491-K,4x3,Turno C,Mecánico,No,2024-03-16 00:00:00,Presente
TRB-047,Pedro Pérez Contreras,23.998.367-7,4x3,Turno C,Electricista,No,2024-03-11 00:00:00,Presente
TRB-040,Gonzalo Herrera Cortés,14.156.836-1,4x3,Turno A,Controlista,No,2024-03-26 00:00:00,Presente
TRB-024,Sebastián Cáceres Soto,11.570.554-7,4x3,Turno B,Operador de Equipo,Sí,2024-03-11 00:00:00,Presente
TRB-020,Andrés Morales Silva,22.165.337-8,4x3,Turno A,Operador de Equipo,Sí,2024-03-23 00:00:00,Presente
TRB-085,Ignacio Acuña Valenzuela,10.443.709-5,7x7,Turno D,Operador de Equipo,Sí,2024-03-05 00:00:00,Presente
TRB-042,Carlos Martínez Vargas,13.580.474-6,4x3,Turno A,Controlista,No,11-03-2024,Presente
TRB-037,,22.463.677-6,4x3,Turno B,Bodeguero,No,2024-03-08 00:00:00,Presente
TRB-016,Rodrigo Torres Cisternas,18.558.837-8,4x3,Turno B,Mecánico,No,2024-03-08 00:00:00,Permiso
TRB-011,Diego Pizarro Núñez,,4x3,Turno A,Operador de Planta,No,2024-03-08 00:00:00,Presente
TRB-027,Andrés Bravo Reyes,16.034.686-8,4x3,Turno B,Operador de Equipo,Sí,2024-03-24 00:00:00,Ausente
TRB-053,Daniel Carrasco López,8.312.574-8,4x3,Turno A,Mecánico,No,2024-03-14 00:00:00,Presente
TRB-024,Sebastián Cáceres Soto,11.570.554-7,,Turno B,Operador de Equipo,Sí,2024-03-12 00:00:00,Presente
TRB-023,Andrés Vega Cortés,13.306.893-7,4x3,Turno C,Electricista,No,2024-03-28 00:00:00,Presente
TRB-023,Andrés Vega Cortés,13.306.893-7,,Turno C,Electricista,No,2024-03-15 00:00:00,Presente
TRB-008,Sebastián Muñoz Salas,12.188.470-4,4x3,Turno B,Operador de Camión,Sí,2024-03-23 00:00:00,presente
TRB-031,Víctor Bravo Poblete,23.149.361-1,4x3,Turno C,Mecánico,No,2024-03-11 00:00:00,Presente
TRB-062,Roberto Poblete Navarro,22.350.791-3,4x3,Turno A,Mecánico,No,2024-03-21 00:00:00,Presente
TRB-079,Tomás Herrera Ramos,22.107.837-3,7x7,Turno E,Mecánico,No,2024-03-31 00:00:00,Presente
TRB-061,Gabriel Muñoz González,19.192.300-6,4x3,Turno A,Bodeguero,No,2024-03-18 00:00:00,Ausente
TRB-046,Pedro Contreras Sandoval,10.045.396-7,4x3,Turno B,Operador de Planta,No,2024-03-28 00:00:00,Presente
TRB-003,Felipe Torres Castro,24.956.909-7,4x3,Turno A,Operador de Equipo,Sí,2024-03-18 00:00:00,Presente
TRB-031,Víctor Bravo Poblete,23.149.361-1,4x3,Turno C,Mecánico,No,2024-03-12 00:00:00,Presente
TRB-093,Francisco Carrasco Sandoval,10.703.737-3,7x7,Turno D,Mecánico,No,2024-03-18 00:00:00,Presente
TRB-092,Gabriel Poblete López,17.587.445-3,7x7,Turno E,Operador de Planta,No,13/03/2024,Presente
TRB-008,Sebastián Muñoz Salas,12.188.470-4,4x3,Turno B,Operador de Camión,Sí,2024-03-22 00:00:00,Presente
TRB-070,Raúl Reyes Castro,15.480.073-5,4x3,Turno A,Ayudante de Operaciones,No,2024-03-18 00:00:00,Presente
TRB-112,Fernando Bravo López,24.977.226-7,7x7,Turno E,Controlista,No,2024-03-11 00:00:00,Presente
TRB-114,Jorge Cortés Soto,17.062.461-0,7x7,Turno E,Ayudante de Operaciones,No,16-03-2024,Ausente
TRB-019,Eduardo Castro Herrera,,4x3,Turno C,Bodeguero,No,2024-03-18 00:00:00,Presente
TRB-118,Raúl Flores Espinoza,17.383.781-K,7x7,Turno E,Operador de Planta,No,2024-03-23 00:00:00,Presente
TRB-045,Tomás Aguilar Morales,14.371.915-4,4x3,Turno B,Bodeguero,No,2024-03-12 00:00:00,presente
TRB-055,Manuel Díaz López,16.196.824-2,4x3,Turno C,Mecánico,No,2024-03-24 00:00:00,Presente
TRB-073,Sebastián Soto Contreras,16.907.573-5,7x7,Turno D,Técnico de Mantenimiento,No,09/03/2024,Presente
TRB-086,Esteban Ramos Pizarro,24.588.545-8,7x7,Turno E,Bodeguero,No,2024-03-15 00:00:00,Presente
TRB-057,Carlos Navarro Reyes,11.475.786-1,4x3,Turno C,Controlista,No,2024-03-25 00:00:00,P
TRB-116,Gabriel Poblete Vargas,23.593.028-5,7x7,Turno D,Técnico de Mantenimiento,No,2024-03-01 00:00:00,Presente
TRB-011,Diego Pizarro Núñez,23.213.925-0,4x3,Turno A,Operador de Planta,No,2024-03-20 00:00:00,Presente
TRB-096,Patricio Araya Pizarro,8.655.383-K,7x7,Turno E,Operador de Equipo,Sí,2024-03-07 00:00:00,Presente
TRB-065,Eduardo Muñoz Díaz,15.048.998-9,4x3,Turno A,Mecánico,No,2024-03-06 00:00:00,Presente
TRB-003,Felipe Torres Castro,24.956.909-7,4x3,Turno A,Operador de Equipo,Sí,2024-03-05 00:00:00,Presente
TRB-107,Andrés Cisternas Torres,23.603.951-K,7x7,Turno D,Ayudante de Operaciones,No,2024-03-08 00:00:00,
TRB-016,Rodrigo Torres Cisternas,18.558.837-8,4x3,Turno B,Mecánico,No,26/03/2024,Presente
TRB-069,Mario Muñoz Acuña,,4x3,Turno A,Técnico de Mantenimiento,No,2024-03-29 00:00:00,presente
TRB-015,Pedro Castro Muñoz,18.584.847-7,4x3,Turno C,Electricista,No,2024-03-31 00:00:00,presente
TRB-079,Tomás Herrera Ramos,22.107.837-3,7x7,Turno E,Mecánico,No,2024-03-18 00:00:00,Presente
TRB-048,Roberto Pérez Cáceres,10.688.094-8,4x3,Turno C,Controlista,No,2024-03-17 00:00:00,Presente
TRB-115,Fernando Contreras Núñez,18.814.747-K,7x7,Turno E,Ayudante de Operaciones,No,2024-03-11 00:00:00,Presente
TRB-117,Luis Aguilar Carrasco,14.101.533-8,7x7,Turno E,Electricista,No,2024-03-15 00:00:00,Presente
TRB-086,Esteban Ramos Pizarro,24.588.545-8,7x7,Turno E,Bodeguero,No,2024-03-24 00:00:00,Presente
TRB-017,Víctor Salas Morales,16.887.903-2,4x3,Turno A,Ayudante de Operaciones,No,2024-03-04 00:00:00,Presente
TRB-052,Alejandro Vargas Flores,21.280.369-3,4x3,Turno B,Operador de Planta,No,2024-03-26 00:00:00,Presente
TRB-085,Ignacio Acuña Valenzuela,10.443.709-5,7x7,Turno D,Operador de Equipo,Sí,03/03/2024,Presente
TRB-007,Felipe Pizarro García,20.045.349-2,4x3,Turno B,Técnico de Mantenimiento,No,2024-03-21 00:00:00,Presente
TRB-019,Eduardo Castro Herrera,24.559.643-K,4x3,Turno C,Bodeguero,No,2024-03-24 00:00:00,Presente
TRB-115,Fernando Contreras Núñez,18.814.747-K,7x7,Turno E,Ayudante de Operaciones,No,2024-03-21 00:00:00,Presente
TRB-033,Héctor Contreras Castro,8.241.284-0,4x3,Turno C,Controlista,No,2024-03-17 00:00:00,Ausente
TRB-070,Raúl Reyes Castro,15.480.073-5,4x3,Turno A,Ayudante de Operaciones,No,2024-03-06 00:00:00,Presente
TRB-052,Alejandro Vargas Flores,21.280.369-3,4x3,Turno B,Operador de Planta,No,2024-03-04 00:00:00,licencia medica
TRB-051,Alfredo Contreras Cisternas,18.615.610-2,4x3,Turno C,Técnico de Mantenimiento,No,2024-03-28 00:00:00,Presente
TRB-058,Andrés García Navarro,13.215.966-1,4x3,Turno A,Mecánico,No,2024-03-07 00:00:00,Ausente
TRB-002,Oscar Martínez Contreras,22.157.347-1,4x3,Turno A,Técnico de Mantenimiento,No,2024-03-28 00:00:00,Presente
TRB-032,Héctor López Espinoza,8.705.792-5,4x3,Turno A,Operador de Planta,No,2024-03-07 00:00:00,Presente
TRB-033,Héctor Contreras Castro,8.241.284-0,4x3,Turno C,Controlista,No,2024-03-11 00:00:00,Presente
TRB-074,Sergio Cortés Díaz,18.525.264-7,7x7,Turno D,Técnico de Mantenimiento,No,30-03-2024,Presnte
TRB-110,Cristian López Contreras,16.148.673-6,7x7,Turno E,Bodeguero,No,2024-03-30 00:00:00,Presente
TRB-118,Raúl Flores Espinoza,17.383.781-K,7x7,Turno E,Operador de Planta,No,2024-03-21 00:00:00,Presente
TRB-115,Fernando Contreras Núñez,18.814.747-K,7x7,Turno E,Ayudante de Operaciones,No,2024-03-25 00:00:00,Presente
TRB-006,Francisco Núñez Morales,15.224.730-3,4x3,Turno C,Bodeguero,No,2024-03-24 00:00:00,Presente
TRB-017,Víctor Salas Morales,16.887.903-2,,Turno A,Ayudante de Operaciones,No,18/03/2024,Presente
TRB-073,Sebastián Soto Contreras,16.907.573-5,7x7,Turno D,Técnico de Mantenimiento,No,2024-03-20 00:00:00,Presente
TRB-048,Roberto Pérez Cáceres,10.688.094-8,4x3,Turno C,Controlista,No,2024-03-16 00:00:00,Licencia Médica
TRB-111,Sergio Rojas Cisternas,9.378.051-5,7x7,Turno D,Mecánico,No,2024-03-17 00:00:00,Presente
TRB-052,Alejandro Vargas Flores,21.280.369-3,4x3,Turno B,Operador de Planta,No,05/03/2024,Presente
TRB-068,Francisco Araya Vargas,16.952.514-5,4x3,Turno A,Supervisor de Turno,No,2024-03-10 00:00:00,Presente
TRB-023,Andrés Vega Cortés,13.306.893-7,4x3,Turno C,Electricista,No,2024-03-20 00:00:00,Permiso
TRB-061,Gabriel Muñoz González,19.192.300-6,4x3,Turno A,Bodeguero,No,10-03-2024,Presente
TRB-101,Esteban Rodríguez Martínez,22.381.858-7,7x7,Turno E,Operador de Camión,Sí,21-03-2024,Presente
TRB-021,Mario Pizarro Miranda,23.705.148-3,4x3,Turno C,Técnico de Mantenimiento,No,2024-03-13 00:00:00,Presente
TRB-093,Francisco Carrasco Sandoval,10.703.737-3,7x7,Turno D,Mecánico,No,03-03-2024,Presente
TRB-112,Fernando Bravo López,24.977.226-7,7x7,Turno E,Controlista,No,2024-03-20 00:00:00,Presente
TRB-053,Daniel Carrasco López,8.312.574-8,4x3,Turno A,Mecánico,No,2024-03-13 00:00:00,Presente
TRB-007,Felipe Pizarro García,20.045.349-2,4x3,Turno B,Técnico de Mantenimiento,No,2024-03-07 00:00:00,Presente
TRB-038,Alfredo Salas Pérez,11.302.355-4,4x3,Turno B,Bodeguero,No,2024-03-04 00:00:00,Presente
TRB-088,Pablo Salas Pérez,16.361.706-4,7x7,Turno D,Supervisor de Turno,No,2024-03-04 00:00:00,Presente
TRB-107,Andrés Cisternas Torres,23.603.951-K,7x7,Turno D,Ayudante de Operaciones,No,2024-03-05 00:00:00,presente
TRB-110,Cristian López Contreras,16.148.673-6,7x7,Turno E,Bodeguero,No,2024-03-31 00:00:00,Presente
TRB-073,Sebastián Soto Contreras,16.907.573-5,7x7,Turno D,Técnico de Mantenimiento,No,25-03-2024,Licencia Médica
TRB-034,Héctor López Muñoz,19.087.340-4,4x3,Turno A,Operador de Equipo,Sí,2024-03-28 00:00:00,Presente
TRB-010,Rodrigo Muñoz Castro,17.710.248-2,4x3,Turno C,Operador de Planta,No,09/03/2024,Presente
TRB-033,Héctor Contreras Castro,8.241.284-0,4x3,Turno C,Controlista,No,2024-03-06 00:00:00,Presente
TRB-076,Fernando González Tapia,14.611.401-6,7x7,Turno E,Operador de Equipo,Sí,2024-03-09 00:00:00,Presente
TRB-102,Miguel Pérez Flores,20.720.614-8,7x7,Turno D,Ayudante de Operaciones,No,2024-03-18 00:00:00,Permiso
TRB-007,Felipe Pizarro García,20.045.349-2,4x3,Turno B,Técnico de Mantenimiento,No,2024-03-13 00:00:00,Presente
TRB-044,Carlos Pizarro Flores,23.267.547-0,4x3,Turno A,Bodeguero,No,2024-03-12 00:00:00,Presente
TRB-008,Sebastián Muñoz Salas,12.188.470-4,4x3,Turno B,Operador de Camión,Sí,2024-03-18 00:00:00,Presente
TRB-006,Francisco Núñez Morales,15.224.730-3,4x3,Turno C,Bodeguero,No,2024-03-16 00:00:00,Presente
TRB-003,Felipe Torres Castro,24.956.909-7,4x3,Turno A,Operador de Equipo,Sí,2024-03-30 00:00:00,Presente
TRB-102,Miguel Pérez Flores,20.720.614-8,7x7,Turno D,Ayudante de Operaciones,No,2024-03-16 00:00:00,Presente
TRB-099,Fernando Aguilar Rodríguez,21.047.882-5,7x7,Turno D,Mecánico,No,2024-03-17 00:00:00,Presente
TRB-039,Francisco García Vargas,14.428.696-0,4x3,Turno A,Bodeguero,No,21-03-2024,Ausente
TRB-071,Víctor Espinoza Núñez,10.329.373-1,4x3,Turno A,Operador de Planta,No,2024-03-23 00:00:00,Presente
TRB-098,Oscar Miranda Castro,24.382.262-9,7x7,Turno E,Controlista,No,2024-03-10 00:00:00,Presente
TRB-023,Andrés Vega Cortés,13.306.893-7,4x3,Turno C,Electricista,No,2024-03-08 00:00:00,Presente
TRB-079,Tomás Herrera Ramos,22.107.837-3,7x7,Turno E,Mecánico,No,2024-03-04 00:00:00,PRESENTE
TRB-010,Rodrigo Muñoz Castro,17.710.248-2,4x3,Turno C,Operador de Planta,No,2024-03-11 00:00:00,Presente
TRB-009,Tomás Vega Valenzuela,20.134.457-3,4x3,Turno B,Técnico de Mantenimiento,No,2024-03-20 00:00:00,Presente
TRB-024,Sebastián Cáceres Soto,11.570.554-7,4x3,Turno B,Operador de Equipo,Sí,10/03/2024,
TRB-059,Sergio Torres Espinoza,14.831.592-2,4x3,Turno B,Mecánico,No,2024-03-05 00:00:00,Presente
TRB-045,Tomás Aguilar Morales,14.371.915-4,4x3,Turno B,Bodeguero,No,2024-03-23 00:00:00,Ausente
TRB-091,Gonzalo Flores Vargas,17.305.024-0,7x7,Turno D,Ayudante de Operaciones,No,2024-03-18 00:00:00,Presente
TRB-100,Roberto Salas Herrera,8.904.843-5,7x7,Turno E,Bodeguero,No,2024-03-28 00:00:00,Presente
TRB-014,Mario Núñez Navarro,15.369.062-6,4x3,Turno A,Ayudante de Operaciones,No,2024-03-14 00:00:00,Presente
TRB-112,Fernando Bravo López,24.977.226-7,7x7,Turno E,Controlista,No,21/03/2024,Presente
TRB-008,Sebastián Muñoz Salas,12.188.470-4,4x3,Turno B,Operador de Camión,Sí,08/03/2024,Presente
TRB-045,Tomás Aguilar Morales,14.371.915-4,4x3,Turno B,Bodeguero,No,2024-03-31 00:00:00,Presente
TRB-046,Pedro Contreras Sandoval,10.045.396-7,4x3,Turno B,Operador de Planta,No,2024-03-06 00:00:00,Presente
TRB-116,Gabriel Poblete Vargas,23.593.028-5,7x7,Turno D,Técnico de Mantenimiento,No,2024-03-02 00:00:00,Presente
TRB-107,Andrés Cisternas Torres,23.603.951-K,7x7,Turno D,Ayudante de Operaciones,No,2024-03-31 00:00:00,Presente
TRB-060,Marcelo Aguilar Flores,9.704.528-3,4x3,Turno C,Mecánico,No,2024-03-13 00:00:00,Presente
TRB-103,Daniel Carrasco Espinoza,20.721.364-0,7x7,Turno E,Operador de Planta,No,2024-03-12 00:00:00,P
TRB-079,Tomás Herrera Ramos,22.107.837-3,7x7,Turno E,Mecánico,No,2024-03-03 00:00:00,Presente
